year,region,population,fertility_rate,mortality_rate,migration_net,urbanization_rate,gdp_contribution,employment_agriculture,employment_industry,employment_services,age_0_14,age_15_64,age_65_plus,risk_score,category,indicator_name,value,unit
2025,Tibesti,1558058.0,5.94,10.53,3458.0,0.358,3592.06,45.8,24.8,29.4,44.7,52.1,3.1,71.0,Developing,,,
2026,Tibesti,1603184.0,5.66,10.14,654.0,0.356,4282.91,61.8,11.0,27.2,40.9,56.5,2.6,88.0,Stable,,,
2027,Tibesti,1644024.0,5.62,10.09,-227.0,0.372,892.3,69.0,6.9,24.1,47.4,48.9,3.6,55.0,Developing,,,
2028,Tibesti,1688557.0,5.51,10.41,-6453.0,0.382,4462.16,43.4,36.5,20.1,45.0,51.2,3.7,47.0,Vulnerable,,,
2029,Tibesti,1723159.0,5.53,10.16,877.0,0.381,4811.6,53.3,16.9,29.8,43.5,51.8,4.7,17.0,Developing,,,
2030,Tibesti,1764004.0,5.32,9.87,4327.0,0.403,4181.39,69.6,0.0,35.8,46.0,51.0,3.0,16.0,Stable,,,
2010,Kanem,1042549.0,6.44,11.89,9699.0,0.196,3210.25,45.6,19.4,35.0,45.5,51.9,2.6,71.0,Developing,,,
2011,Kanem,1078370.0,6.44,11.84,385.0,0.205,2039.31,58.4,5.5,36.1,43.0,52.1,4.9,33.0,Vulnerable,,,
2012,Kanem,1106589.0,6.24,11.75,-1681.0,0.225,2798.24,44.6,20.8,34.6,46.0,49.8,4.2,66.0,Vulnerable,,,
2013,Kanem,1140022.0,6.18,11.55,131.0,0.234,2536.54,45.4,32.5,22.2,48.4,47.7,3.8,51.0,Stable,,,
2014,Kanem,1183870.0,6.44,11.69,-1907.0,0.239,3433.88,48.2,15.2,36.6,47.4,48.2,4.4,9.0,Vulnerable,,,
2015,Kanem,1212899.0,6.19,11.38,-464.0,0.249,2842.75,65.7,0.9,33.3,44.4,50.8,4.9,14.0,Vulnerable,,,
2016,Kanem,1254710.0,6.21,11.43,-881.0,0.26,380.82,45.2,20.6,34.1,47.1,48.2,4.7,82.0,Vulnerable,,,
2017,Kanem,1298318.0,6.16,11.32,-6372.0,0.272,3366.76,58.7,9.2,32.0,44.9,51.5,3.6,11.0,Stable,,,
2018,Kanem,1339845.0,6.16,11.37,-3695.0,0.281,4294.41,62.5,1.4,36.1,41.4,56.4,2.2,20.0,Crisis,,,
2019,Kanem,1360995.0,5.84,11.11,-10389.0,0.288,4610.63,40.4,28.6,31.1,47.4,49.1,3.5,10.0,Vulnerable,,,
2020,Kanem,1391994.0,5.95,10.93,-8827.0,0.307,3775.75,53.7,9.4,36.9,41.1,56.1,2.8,52.0,Developing,,,
2021,Kanem,1429925.0,5.95,10.98,-2210.0,0.317,2182.27,51.5,14.1,34.4,45.5,49.7,4.8,2.0,Developing,,,
2022,Kanem,1466120.0,5.89,11.23,-7118.0,0.311,1646.11,43.2,29.5,27.3,41.0,54.7,4.3,11.0,Vulnerable,,,
2023,Kanem,1512770.0,5.92,11.25,729.0,0.321,4256.09,60.6,13.6,25.8,42.0,55.2,2.8,80.0,Developing,,,
2024,Kanem,1561585.0,5.8,10.79,11021.0,0.336,4275.04,56.8,12.9,30.3,41.0,57.0,2.0,28.0,Developing,,,
2025,Kanem,1595550.0,5.79,10.66,-2073.0,0.355,272.55,62.4,1.6,36.0,41.6,54.8,3.6,75.0,Vulnerable,,,
2026,Kanem,1632481.0,5.73,10.2,-3164.0,0.361,3414.35,49.0,27.3,23.7,47.6,49.0,3.4,11.0,Vulnerable,,,
2027,Kanem,1680455.0,5.49,10.23,5846.0,0.369,1109.43,68.6,4.6,26.8,49.9,45.6,4.5,31.0,Stable,,,
2028,Kanem,1726847.0,5.55,10.22,326.0,0.38,4574.83,51.6,11.8,36.6,41.3,53.9,4.8,77.0,Developing,,,
2029,Kanem,1767609.0,5.69,10.09,-794.0,0.386,3179.66,46.5,21.0,32.5,49.2,45.8,5.0,43.0,Vulnerable,,,
2030,Kanem,1815759.0,5.51,9.7,-3894.0,0.407,4885.43,51.3,12.6,36.0,44.3,51.0,4.6,18.0,Vulnerable,,,
2010,Lac,598845.0,6.61,11.84,7793.0,0.192,2278.41,62.3,13.2,24.6,40.6,56.5,2.9,1.0,Stable,,,
2011,Lac,609973.0,6.28,11.92,-3177.0,0.218,2154.74,61.0,10.8,28.2,45.0,52.9,2.0,88.0,Stable,,,
2012,Lac,627891.0,6.4,12.09,-4116.0,0.225,2621.0,65.7,5.0,29.3,43.6,52.8,3.6,77.0,Vulnerable,,,
2013,Lac,638427.0,6.09,11.78,-474.0,0.227,4328.5,54.4,24.2,21.4,45.5,51.3,3.3,95.0,Vulnerable,,,
2014,Lac,654766.0,6.25,11.51,-4272.0,0.232,2563.48,65.2,1.8,33.0,46.2,51.3,2.5,36.0,Developing,,,
2015,Lac,670225.0,6.4,11.38,-2438.0,0.252,1780.83,69.6,0.7,29.7,41.8,53.5,4.7,10.0,Developing,,,
2016,Lac,685976.0,6.33,11.21,-5330.0,0.26,4810.93,59.1,5.6,35.3,40.8,57.1,2.1,58.0,Stable,,,
2017,Lac,710754.0,6.08,11.22,-315.0,0.272,2220.92,56.1,14.4,29.5,43.9,51.4,4.7,1.0,Vulnerable,,,
2018,Lac,729015.0,6.17,11.2,332.0,0.277,4463.16,47.9,22.7,29.4,43.2,51.9,4.9,19.0,Developing,,,
2019,Lac,743891.0,6.06,11.06,-5865.0,0.281,1650.64,42.6,31.3,26.1,49.7,45.5,4.8,77.0,Developing,,,
2020,Lac,762298.0,6.05,11.25,893.0,0.302,2893.89,58.3,2.8,38.8,47.9,50.0,2.1,2.0,Developing,,,
2021,Lac,785041.0,6.04,11.3,11402.0,0.304,4889.54,65.6,4.4,30.0,46.0,51.3,2.7,51.0,Stable,,,
2022,Lac,802860.0,5.85,10.75,-4213.0,0.322,4274.05,64.5,15.2,20.3,49.0,49.0,2.1,9.0,Vulnerable,,,
2023,Lac,828263.0,5.84,10.33,4460.0,0.327,1199.48,55.1,19.6,25.2,40.1,56.0,3.9,86.0,Developing,,,
2024,Lac,851345.0,5.81,10.69,5285.0,0.341,2957.22,61.5,11.0,27.4,40.9,55.7,3.4,9.0,Vulnerable,,,
2025,Lac,875329.0,5.72,10.49,2467.0,0.351,3470.07,48.2,17.1,34.7,40.5,57.3,2.1,88.0,Stable,,,
2026,Lac,887931.0,5.71,10.43,7611.0,0.36,2660.23,59.2,5.0,35.7,44.1,53.9,2.0,34.0,Stable,,,
2027,Lac,916274.0,5.71,10.4,-2151.0,0.363,755.51,68.6,9.9,21.5,42.0,55.0,3.0,7.0,Developing,,,
2028,Lac,937653.0,5.5,10.39,3996.0,0.385,136.22,55.3,21.9,22.8,48.7,46.7,4.6,99.0,Vulnerable,,,
2029,Lac,955177.0,5.46,10.41,163.0,0.391,1862.41,60.6,13.1,26.3,40.6,55.3,4.1,77.0,Developing,,,
2030,Lac,978964.0,5.62,9.78,-3812.0,0.405,4076.97,48.8,22.3,28.9,47.3,48.7,4.1,39.0,Stable,,,
2010,Hadjer-Lamis,1095668.0,6.68,11.74,-9824.0,0.201,3638.86,45.2,23.8,30.9,47.1,49.5,3.3,31.0,Developing,,,
2011,Hadjer-Lamis,1120689.0,6.25,11.88,87.0,0.203,1681.77,47.7,23.0,29.3,41.3,53.9,4.8,11.0,Stable,,,
2012,Hadjer-Lamis,1161045.0,6.25,11.92,-1499.0,0.215,289.91,55.0,9.7,35.3,42.7,52.9,4.4,5.0,Stable,,,
2013,Hadjer-Lamis,1209221.0,6.28,11.74,-8711.0,0.227,2772.6,44.0,22.2,33.8,48.0,49.6,2.5,54.0,Developing,,,
2014,Hadjer-Lamis,1265864.0,6.15,11.36,4347.0,0.239,732.52,62.3,4.9,32.9,43.2,53.0,3.9,26.0,Developing,,,
2015,Hadjer-Lamis,1310961.0,6.21,11.38,2879.0,0.249,3090.84,65.0,0.7,34.2,41.1,54.7,4.2,93.0,Vulnerable,,,
2016,Hadjer-Lamis,1350536.0,6.08,11.69,-908.0,0.268,4991.18,42.2,33.3,24.5,44.1,52.9,3.0,66.0,Stable,,,
2017,Hadjer-Lamis,1400381.0,6.2,11.51,-4396.0,0.272,3285.92,69.5,0.0,38.2,44.4,53.5,2.1,51.0,Stable,,,
2018,Hadjer-Lamis,1445314.0,6.03,11.25,1219.0,0.287,4739.71,48.3,23.8,28.0,49.3,47.7,3.0,49.0,Crisis,,,
2019,Hadjer-Lamis,1489298.0,6.15,11.21,4179.0,0.295,1603.96,41.7,31.4,26.9,46.7,51.0,2.3,16.0,Developing,,,
2020,Hadjer-Lamis,1522768.0,5.78,11.05,-2807.0,0.297,2164.37,65.2,0.0,37.5,42.4,53.9,3.7,64.0,Developing,,,
2021,Hadjer-Lamis,1575850.0,6.02,10.63,12321.0,0.312,3196.21,55.8,12.5,31.7,46.8,48.9,4.3,80.0,Vulnerable,,,
2022,Hadjer-Lamis,1622172.0,5.78,10.77,2828.0,0.32,636.51,46.1,13.9,40.0,45.4,51.7,2.9,91.0,Developing,,,
2023,Hadjer-Lamis,1664434.0,5.97,11.07,4215.0,0.336,1108.82,50.6,26.9,22.5,41.3,54.7,4.0,27.0,Crisis,,,
2024,Hadjer-Lamis,1707122.0,5.85,10.97,6216.0,0.344,4188.85,41.7,23.4,35.0,48.5,48.6,2.9,65.0,Stable,,,
2025,Hadjer-Lamis,1769048.0,5.7,10.49,3279.0,0.353,1166.87,58.6,20.4,21.0,44.8,53.1,2.0,74.0,Vulnerable,,,
2026,Hadjer-Lamis,1832354.0,5.7,10.48,-4787.0,0.357,3448.8,57.8,7.1,35.1,43.1,53.6,3.3,99.0,Stable,,,
2027,Hadjer-Lamis,1885650.0,5.63,10.55,2768.0,0.368,1063.67,68.4,7.5,24.1,46.1,51.2,2.7,20.0,Developing,,,
2028,Hadjer-Lamis,1946243.0,5.64,10.01,-2953.0,0.377,804.95,43.1,28.4,28.5,48.0,49.6,2.4,22.0,Developing,,,
2029,Hadjer-Lamis,2004624.0,5.62,10.2,-4272.0,0.39,1260.56,44.9,32.6,22.5,43.7,53.7,2.7,44.0,Vulnerable,,,
2030,Hadjer-Lamis,2077277.0,5.49,10.24,1272.0,0.405,4901.78,69.6,0.0,33.7,42.4,53.2,4.4,41.0,Vulnerable,,,
2010,Chari-Baguirmi,371236.0,6.44,11.41,-4427.0,0.201,2301.45,68.2,0.0,39.1,42.4,53.7,3.9,18.0,Developing,,,
2011,Chari-Baguirmi,385159.0,6.52,11.71,4364.0,0.217,815.87,64.7,10.6,24.7,46.5,50.3,3.2,62.0,Stable,,,
2012,Chari-Baguirmi,396410.0,6.41,11.69,-764.0,0.216,3426.55,47.1,31.2,21.7,47.7,48.4,3.9,69.0,Crisis,,,
2013,Chari-Baguirmi,409634.0,6.32,11.86,-2922.0,0.226,1776.91,69.4,0.0,32.6,44.2,53.3,2.5,44.0,Stable,,,
2014,Chari-Baguirmi,424067.0,6.34,11.42,4377.0,0.243,1294.17,49.2,21.2,29.7,40.6,55.5,3.8,56.0,Stable,,,
2015,Chari-Baguirmi,442370.0,6.11,11.46,-3053.0,0.251,2425.21,64.5,6.9,28.6,48.0,48.2,3.8,42.0,Vulnerable,,,
2016,Chari-Baguirmi,458468.0,6.1,11.57,-1508.0,0.26,3254.23,48.3,22.7,29.0,43.5,54.0,2.5,30.0,Developing,,,
2017,Chari-Baguirmi,478435.0,6.1,11.31,-1548.0,0.276,136.57,52.7,13.0,34.4,44.4,51.4,4.2,16.0,Vulnerable,,,
2018,Chari-Baguirmi,489034.0,5.96,11.28,3199.0,0.273,4166.7,52.5,22.4,25.2,48.7,47.3,4.0,23.0,Stable,,,
2019,Chari-Baguirmi,506103.0,6.06,11.15,2637.0,0.275,740.3,48.7,13.9,37.4,49.0,49.0,2.0,18.0,Developing,,,
2020,Chari-Baguirmi,525423.0,5.86,10.99,-8083.0,0.299,4582.73,50.1,10.9,39.0,45.3,50.8,3.9,22.0,Vulnerable,,,
2021,Chari-Baguirmi,541444.0,5.94,10.89,3808.0,0.307,348.93,54.0,8.9,37.1,49.3,45.9,4.8,35.0,Developing,,,
2022,Chari-Baguirmi,558650.0,5.78,10.99,-4618.0,0.321,4832.6,45.2,21.8,33.0,42.5,53.4,4.2,69.0,Crisis,,,
2023,Chari-Baguirmi,579013.0,5.76,10.69,-1749.0,0.331,4980.37,64.0,0.0,36.9,46.4,51.5,2.1,95.0,Developing,,,
2024,Chari-Baguirmi,595694.0,5.79,10.65,4756.0,0.343,818.38,44.8,19.4,35.8,46.2,51.7,2.1,67.0,Vulnerable,,,
2025,Chari-Baguirmi,618090.0,5.83,10.48,370.0,0.347,495.28,60.2,6.0,33.8,43.4,53.9,2.6,76.0,Developing,,,
2026,Chari-Baguirmi,640627.0,5.75,10.41,1369.0,0.354,1947.34,68.9,5.6,25.5,44.0,51.1,4.9,60.0,Stable,,,
2027,Chari-Baguirmi,666224.0,5.66,10.5,2589.0,0.37,2351.86,55.0,23.6,21.4,46.8,49.6,3.5,32.0,Developing,,,
2028,Chari-Baguirmi,689424.0,5.7,10.09,5659.0,0.381,1143.87,58.2,20.1,21.7,46.4,49.3,4.3,98.0,Vulnerable,,,
2029,Chari-Baguirmi,717127.0,5.49,9.48,643.0,0.387,2779.89,56.4,21.8,21.8,44.2,51.3,4.6,39.0,Crisis,,,
2030,Chari-Baguirmi,744559.0,5.51,10.04,-501.0,0.396,599.27,40.5,27.2,32.3,49.6,45.7,4.7,15.0,Developing,,,
2020,National,,,,,,,,,,,,,,,Population Total,16200000.0,Habitants
2021,National,,,,,,,,,,,,,,,Population Total,16700000.0,Habitants
2022,National,,,,,,,,,,,,,,,Population Total,17200000.0,Habitants
2023,National,,,,,,,,,,,,,,,Population Total,17700000.0,Habitants
2023,N'Djamena,,,,,,,,,,,,,,,Population,1200000.0,Habitants
2023,Logone Occidental,,,,,,,,,,,,,,,Population,850000.0,Habitants
2023,National,,,,,,,,,,,,,,,Taux De Chômage,12.5,%
2023,National,,,,,,,,,,,,,,,Pib Par Habitant,700.0,USD
2022,National,,,,,,,,,,,,,,,Pib Par Habitant,680.0,USD
2024,National,,,,,,,,,,,,,,,Population Forecast,18200000.0,Habitants
