Region,Year,Age_Group,Population_Total
Mandoul,2008,25-29,442607.0
Mandoul,2008,30-34,487834.0
Mandoul,2009,0-4,66783.0
Mandoul,2009,5-9,67834.0
Mandoul,2009,10-14,327522.0
Mandoul,2009,15-19,363792.0
Mandoul,2009,20-24,37604.0
Mandoul,2009,25-29,109039.0
Mandoul,2009,30-34,302403.0
Mandoul,2010,0-4,195870.0
Mandoul,2010,5-9,199845.0
Mandoul,2010,10-14,0.0
Mandoul,2010,15-19,1370085000.0
Mandoul,2010,20-24,383639.0
Mandoul,2010,25-29,47107.0
Mandoul,2010,30-34,1258645000.0
Mandoul,2011,0-4,427229.0
Mandoul,2011,5-9,20234.0
Mandoul,2011,10-14,278103.0
Mandoul,2011,15-19,68046.0
Mandoul,2011,20-24,113019.0
Mandoul,2011,25-29,406164.0
Mandoul,2011,30-34,110729.0
Mandoul,2012,0-4,48384.0
Mandoul,2012,5-9,34705.0
Mandoul,2012,10-14,251171.0
Mandoul,2012,15-19,34022.0
Mandoul,2012,20-24,415350.0
Mandoul,2012,25-29,77624.0
Mandoul,2012,30-34,283057.0
Mandoul,2013,0-4,472796.0
Mandoul,2013,5-9,426455.0
Mandoul,2013,10-14,118849.0
Mandoul,2013,15-19,334348.0
Mandoul,2013,20-24,488200.0
Mandoul,2013,25-29,0.0
Mandoul,2013,30-34,473194.0
Mandoul,2014,0-4,257462.0
Mandoul,2014,5-9,103262.0
Mandoul,2014,10-14,10675.0
Mandoul,2014,15-19,117530.0
Mandoul,2014,20-24,0.0
Mandoul,2014,25-29,58323.0
Mandoul,2014,30-34,171323.0
Mandoul,2015,0-4,459829.0
Mandoul,2015,5-9,118117.0
Mandoul,2015,10-14,223086.0
Mandoul,2015,15-19,408446.0
Mandoul,2015,20-24,463785.0
Mandoul,2015,25-29,279296.0
Mandoul,2015,30-34,1100900000.0
Mandoul,2016,0-4,457350.0
Mandoul,2016,5-9,182433.0
Mandoul,2016,10-14,71169.0
Mandoul,2016,15-19,345421.0
Mandoul,2016,20-24,160162.0
Mandoul,2016,25-29,120674.0
Mandoul,2016,30-34,202077.0
Mandoul,2017,0-4,204135.0
Mandoul,2017,5-9,345065.0
Mandoul,2017,10-14,145034.0
Mandoul,2017,15-19,230038.0
Mandoul,2017,20-24,113663.0
Mandoul,2017,25-29,356184.0
Mandoul,2017,30-34,170374.0
Mandoul,2018,0-4,347778.0
Mandoul,2018,5-9,38963.0
Mandoul,2018,10-14,257276.0
Mandoul,2018,15-19,250477.0
Mandoul,2018,20-24,406719.0
Mandoul,2018,25-29,221403.0
Mandoul,2018,30-34,400573.0
Mandoul,2019,0-4,362267.0
Mandoul,2019,5-9,85697.0
Mandoul,2019,10-14,0.0
Mandoul,2019,15-19,229875.0
Mandoul,2019,20-24,457613.0
Mandoul,2019,25-29,252165.0
Mandoul,2019,30-34,166941.0
Mandoul,2020,0-4,367411.0
Mandoul,2020,5-9,393357.0
Mandoul,2020,10-14,41421.0
Mandoul,2020,15-19,126127.0
Mandoul,2020,20-24,118218.0
Mandoul,2020,25-29,151425.0
Mandoul,2020,30-34,39891.0
Mandoul,2021,0-4,188019.0
Mandoul,2021,5-9,123684.0
Mandoul,2021,10-14,263465000.0
Mandoul,2021,15-19,37663.0
Mandoul,2021,20-24,33876.0
Mandoul,2021,25-29,101551.0
Mandoul,2021,30-34,382059.0
Mandoul,2022,0-4,178015.0
Mandoul,2022,5-9,0.0
Mandoul,2022,10-14,271035.0
Mandoul,2022,15-19,0.0
Mandoul,2022,20-24,179080.0
Mandoul,2022,25-29,105373.0
Mandoul,2022,30-34,125989.0
Mandoul,2023,0-4,279447.0
Mandoul,2023,5-9,904170000.0
Mandoul,2023,10-14,294571.0
Mandoul,2023,15-19,253904.0
Mandoul,2023,20-24,0.0
Mandoul,2023,25-29,320417.0
Mandoul,2023,30-34,342733.0
Mandoul,2024,0-4,31429.0
Mandoul,2024,5-9,285087.0
Mandoul,2024,10-14,141839.0
Mandoul,2024,15-19,152897.0
Mandoul,2024,20-24,415718.0
Mandoul,2024,25-29,161039.0
Mandoul,2024,30-34,15388.0
Mandoul,2025,0-4,337648.0
Mandoul,2025,5-9,335182.0
Mandoul,2025,10-14,241963.0
Mandoul,2025,15-19,55645.0
Mandoul,2025,20-24,294840.0
Mandoul,2025,25-29,472670.0
Mandoul,2025,30-34,324069.0
Mandoul,2026,0-4,149785.0
Mandoul,2026,5-9,364845.0
Mandoul,2026,10-14,318502.0
Mandoul,2026,15-19,304789.0
Mandoul,2026,20-24,286662.0
Mandoul,2026,25-29,39343.0
Mandoul,2026,30-34,354234.0
Mandoul,2027,0-4,17846.0
Mandoul,2027,5-9,447017.0
Mandoul,2027,10-14,50883.0
Mandoul,2027,15-19,452002.0
Mandoul,2027,20-24,74990.0
Mandoul,2027,25-29,391470.0
Mandoul,2027,30-34,2313940000.0
Mandoul,2028,0-4,296437.0
Mandoul,2028,5-9,0.0
Mandoul,2028,10-14,118132.0
Mandoul,2028,15-19,253990.0
Mandoul,2028,20-24,257406.0
Mandoul,2028,25-29,435662.0
Mandoul,2028,30-34,186774.0
Mandoul,2029,0-4,122236.0
Mandoul,2029,5-9,255980.0
Mandoul,2029,10-14,418498.0
Mandoul,2029,15-19,303036.0
Mandoul,2029,20-24,0.0
Mandoul,2029,25-29,289999.0
Mandoul,2029,30-34,469305.0
Mandoul,2030,0-4,196926.0
Mandoul,2030,5-9,67041.0
Mandoul,2030,10-14,380917.0
Mandoul,2030,15-19,91182.0
Mandoul,2030,20-24,439564.0
Mandoul,2030,25-29,0.0
Mandoul,2030,30-34,499236.0
Mandoul,2031,0-4,0.0
Mandoul,2031,5-9,459413.0
Mandoul,2031,10-14,458851.0
Mandoul,2031,15-19,441944.0
Mandoul,2031,20-24,334197.0
Mandoul,2031,25-29,57387.0
Mandoul,2031,30-34,306499.0
Mandoul,2032,0-4,61400.0
Mandoul,2032,5-9,410918.0
Mandoul,2032,10-14,441310.0
Mandoul,2032,15-19,407231.0
Mandoul,2032,20-24,159694.0
Mandoul,2032,25-29,239954.0
Mandoul,2032,30-34,496429.0
Mandoul,2033,0-4,475803.0
Mandoul,2033,5-9,149531.0
Mandoul,2033,10-14,454313.0
Mandoul,2033,15-19,465862.0
Mandoul,2033,20-24,393039.0
Mandoul,2033,25-29,62601.0
Mandoul,2033,30-34,0.0
Mandoul,2034,0-4,314660.0
Mandoul,2034,5-9,0.0
Mandoul,2034,10-14,346692.0
Mandoul,2034,15-19,139004.0
Mandoul,2034,20-24,179736.0
Mandoul,2034,25-29,194463.0
Mandoul,2034,30-34,306528.0
Mandoul,2035,0-4,152592.0
Mandoul,2035,5-9,0.0
Mandoul,2035,10-14,298315.0
Mandoul,2035,15-19,339572.0
Mandoul,2035,20-24,286850.0
Mandoul,2035,25-29,317849.0
Mandoul,2035,30-34,18732.0
Mandoul,2036,0-4,1661525000.0
Mandoul,2036,5-9,194706.0
Mandoul,2036,10-14,0.0
Mandoul,2036,15-19,333440.0
Mandoul,2036,20-24,44683.0
Mandoul,2036,25-29,206571.0
Mandoul,2036,30-34,472650.0
Mandoul,2037,0-4,51674.0
Mandoul,2037,5-9,130636.0
Mandoul,2037,10-14,10062.0
Mandoul,2037,15-19,494245.0
Mandoul,2037,20-24,2104815000.0
Mandoul,2037,25-29,0.0
Mandoul,2037,30-34,190660.0
Mandoul,2038,0-4,0.0
Mandoul,2038,5-9,65800.0
Mandoul,2038,10-14,188370.0
Mandoul,2038,15-19,47554.0
Mandoul,2038,20-24,473817.0
Mandoul,2038,25-29,286198.0
Mandoul,2038,30-34,364121.0
Mandoul,2039,0-4,0.0
Mandoul,2039,5-9,143279.0
Mandoul,2039,10-14,339696.0
Mandoul,2039,15-19,196978.0
Mandoul,2039,20-24,254398.0
Mandoul,2039,25-29,382975000.0
Mandoul,2039,30-34,32381.0
Mayo-Kebbi Est,1990,0-4,0.0
Mayo-Kebbi Est,1990,5-9,350012.0
Mayo-Kebbi Est,1990,10-14,15308.0
Mayo-Kebbi Est,1990,15-19,367053.0
Mayo-Kebbi Est,1990,20-24,60092.0
Mayo-Kebbi Est,1990,25-29,448491.0
Mayo-Kebbi Est,1990,30-34,166809.0
Mayo-Kebbi Est,1991,0-4,0.0
Mayo-Kebbi Est,1991,5-9,348301.0
Mayo-Kebbi Est,1991,10-14,299068.0
Mayo-Kebbi Est,1991,15-19,395645.0
Mayo-Kebbi Est,1991,20-24,412899.0
Mayo-Kebbi Est,1991,25-29,364784.0
Mayo-Kebbi Est,1991,30-34,321478.0
Mayo-Kebbi Est,1992,0-4,343631.0
Mayo-Kebbi Est,1992,5-9,62275.0
Mayo-Kebbi Est,1992,10-14,0.0
Mayo-Kebbi Est,1992,15-19,453417.0
Mayo-Kebbi Est,1992,20-24,0.0
Mayo-Kebbi Est,1992,25-29,265878.0
Mayo-Kebbi Est,1992,30-34,151394.0
Mayo-Kebbi Est,1993,0-4,325331.0
Mayo-Kebbi Est,1993,5-9,305344.0
Mayo-Kebbi Est,1993,10-14,159792.0
Mayo-Kebbi Est,1993,15-19,234631.0
Mayo-Kebbi Est,1993,20-24,378714.0
Mayo-Kebbi Est,1993,25-29,33539.0
Mayo-Kebbi Est,1993,30-34,412474.0
Mayo-Kebbi Est,1994,0-4,229627.0
Mayo-Kebbi Est,1994,5-9,0.0
Mayo-Kebbi Est,1994,10-14,406415.0
Mayo-Kebbi Est,1994,15-19,323651.0
Mayo-Kebbi Est,1994,20-24,0.0
Mayo-Kebbi Est,1994,25-29,271781.0
Mayo-Kebbi Est,1994,30-34,160405.0
Mayo-Kebbi Est,1995,0-4,83811.0
Mayo-Kebbi Est,1995,5-9,1527385000.0
Mayo-Kebbi Est,1995,10-14,300505.0
Mayo-Kebbi Est,1995,15-19,417768.0
Mayo-Kebbi Est,1995,20-24,297143.0
Mayo-Kebbi Est,1995,25-29,158852.0
Mayo-Kebbi Est,1995,30-34,78754.0
Mayo-Kebbi Est,1996,0-4,318552.0
Mayo-Kebbi Est,1996,5-9,485358.0
Mayo-Kebbi Est,1996,10-14,267810.0
Mayo-Kebbi Est,1996,15-19,482450.0
Mayo-Kebbi Est,1996,20-24,332969.0
Mayo-Kebbi Est,1996,25-29,135710.0
Mayo-Kebbi Est,1996,30-34,161217.0
Mayo-Kebbi Est,1997,0-4,419835.0
Mayo-Kebbi Est,1997,5-9,463420.0
Mayo-Kebbi Est,1997,10-14,96129.0
Mayo-Kebbi Est,1997,15-19,38387.0
Mayo-Kebbi Est,1997,20-24,199172.0
Mayo-Kebbi Est,1997,25-29,57668.0
Mayo-Kebbi Est,1997,30-34,404525.0
Mayo-Kebbi Est,1998,0-4,12625.0
Mayo-Kebbi Est,1998,5-9,244656.0
Mayo-Kebbi Est,1998,10-14,0.0
Mayo-Kebbi Est,1998,15-19,462091.0
Mayo-Kebbi Est,1998,20-24,114118.0
Mayo-Kebbi Est,1998,25-29,246426.0
Mayo-Kebbi Est,1998,30-34,316702.0
Mayo-Kebbi Est,1999,0-4,0.0
Mayo-Kebbi Est,1999,5-9,238839.0
Mayo-Kebbi Est,1999,10-14,119947.0
Mayo-Kebbi Est,1999,15-19,0.0
Mayo-Kebbi Est,1999,20-24,362180.0
Mayo-Kebbi Est,1999,25-29,455493.0
Mayo-Kebbi Est,1999,30-34,348597.0
Mayo-Kebbi Est,2000,0-4,99791.0
Mayo-Kebbi Est,2000,5-9,344115.0
Mayo-Kebbi Est,2000,10-14,540255000.0
Mayo-Kebbi Est,2000,15-19,388732.0
Mayo-Kebbi Est,2000,20-24,316805.0
Mayo-Kebbi Est,2000,25-29,487167.0
Mayo-Kebbi Est,2000,30-34,182644.0
Mayo-Kebbi Est,2001,0-4,423011.0
Mayo-Kebbi Est,2001,5-9,214812.0
Mayo-Kebbi Est,2001,10-14,417393.0
Mayo-Kebbi Est,2001,15-19,108358.0
Mayo-Kebbi Est,2001,20-24,0.0
Mayo-Kebbi Est,2001,25-29,0.0
Mayo-Kebbi Est,2001,30-34,0.0
Mayo-Kebbi Est,2002,0-4,0.0
Mayo-Kebbi Est,2002,5-9,155647.0
Mayo-Kebbi Est,2002,10-14,2273085000.0
Mayo-Kebbi Est,2002,15-19,127466.0
Mayo-Kebbi Est,2002,20-24,223652.0
Mayo-Kebbi Est,2002,25-29,184479.0
Mayo-Kebbi Est,2002,30-34,126790.0
Mayo-Kebbi Est,2003,0-4,102221.0
Mayo-Kebbi Est,2003,5-9,302550.0
Mayo-Kebbi Est,2003,10-14,54870.0
Mayo-Kebbi Est,2003,15-19,251713.0
Mayo-Kebbi Est,2003,20-24,261848.0
Mayo-Kebbi Est,2003,25-29,13448.0
Mayo-Kebbi Est,2003,30-34,102143.0
Mayo-Kebbi Est,2004,0-4,194686.0
Mayo-Kebbi Est,2004,5-9,415815.0
Mayo-Kebbi Est,2004,10-14,179295.0
Mayo-Kebbi Est,2004,15-19,457059.0
Mayo-Kebbi Est,2004,20-24,105261.0
Mayo-Kebbi Est,2004,25-29,490671.0
Mayo-Kebbi Est,2004,30-34,311128.0
Mayo-Kebbi Est,2005,0-4,371291.0
Mayo-Kebbi Est,2005,5-9,174215000.0
Mayo-Kebbi Est,2005,10-14,2107320000.0
Mayo-Kebbi Est,2005,15-19,213601.0
Mayo-Kebbi Est,2005,20-24,56832.0
Mayo-Kebbi Est,2005,25-29,362298.0
Mayo-Kebbi Est,2005,30-34,166839.0
Mayo-Kebbi Est,2006,0-4,0.0
Mayo-Kebbi Est,2006,5-9,308337.0
Mayo-Kebbi Est,2006,10-14,0.0
Mayo-Kebbi Est,2006,15-19,138460.0
Mayo-Kebbi Est,2006,20-24,213502.0
Mayo-Kebbi Est,2006,25-29,318970.0
Mayo-Kebbi Est,2006,30-34,395187.0
Mayo-Kebbi Est,2007,0-4,470384.0
Mayo-Kebbi Est,2007,5-9,372672.0
Mayo-Kebbi Est,2007,10-14,52298.0
Mayo-Kebbi Est,2007,15-19,1758940000.0
Mayo-Kebbi Est,2007,20-24,175341.0
Mayo-Kebbi Est,2007,25-29,175104.0
Mayo-Kebbi Est,2007,30-34,215598.0
Mayo-Kebbi Est,2008,0-4,336421.0
Mayo-Kebbi Est,2008,5-9,255821.0
Mayo-Kebbi Est,2008,10-14,302972.0
Mayo-Kebbi Est,2008,15-19,119848.0
Mayo-Kebbi Est,2008,20-24,0.0
Mayo-Kebbi Est,2008,25-29,209046.0
Mayo-Kebbi Est,2008,30-34,251671.0
Mayo-Kebbi Est,2009,0-4,0.0
Mayo-Kebbi Est,2009,5-9,167452.0
Mayo-Kebbi Est,2009,10-14,0.0
Mayo-Kebbi Est,2009,15-19,208934.0
Mayo-Kebbi Est,2009,20-24,163602.0
Mayo-Kebbi Est,2009,25-29,319811.0
Mayo-Kebbi Est,2009,30-34,122165.0
Mayo-Kebbi Est,2010,0-4,461518.0
Mayo-Kebbi Est,2010,5-9,310252.0
Mayo-Kebbi Est,2010,10-14,294898.0
Mayo-Kebbi Est,2010,15-19,42011.0
Mayo-Kebbi Est,2010,20-24,403403.0
Mayo-Kebbi Est,2010,25-29,318073.0
Mayo-Kebbi Est,2010,30-34,349062.0
Mayo-Kebbi Est,2011,0-4,239092.0
Mayo-Kebbi Est,2011,5-9,54022.0
Mayo-Kebbi Est,2011,10-14,309318.0
Mayo-Kebbi Est,2011,15-19,411319.0
Mayo-Kebbi Est,2011,20-24,383542.0
Mayo-Kebbi Est,2011,25-29,0.0
Mayo-Kebbi Est,2011,30-34,454107.0
Mayo-Kebbi Est,2012,0-4,0.0
Mayo-Kebbi Est,2012,5-9,218111.0
Mayo-Kebbi Est,2012,10-14,311644.0
Mayo-Kebbi Est,2012,15-19,158851.0
Mayo-Kebbi Est,2012,20-24,20657.0
Mayo-Kebbi Est,2012,25-29,435909.0
Mayo-Kebbi Est,2012,30-34,264661.0
Mayo-Kebbi Est,2013,0-4,44181.0
Mayo-Kebbi Est,2013,5-9,141518.0
Mayo-Kebbi Est,2013,10-14,0.0
Mayo-Kebbi Est,2013,15-19,0.0
Mayo-Kebbi Est,2013,20-24,0.0
Mayo-Kebbi Est,2013,25-29,394649.0
Mayo-Kebbi Est,2013,30-34,275357.0
Mayo-Kebbi Est,2014,0-4,216418.0
Mayo-Kebbi Est,2014,5-9,199142.0
Mayo-Kebbi Est,2014,10-14,35183.0
Mayo-Kebbi Est,2014,15-19,89623.0
Mayo-Kebbi Est,2014,20-24,257951.0
Mayo-Kebbi Est,2014,25-29,353535.0
Mayo-Kebbi Est,2014,30-34,30113.0
Mayo-Kebbi Est,2015,0-4,68902.0
Mayo-Kebbi Est,2015,5-9,260433.0
Mayo-Kebbi Est,2015,10-14,362430.0
Mayo-Kebbi Est,2015,15-19,143014.0
Mayo-Kebbi Est,2015,20-24,20217.0
Mayo-Kebbi Est,2015,25-29,406064.0
Mayo-Kebbi Est,2015,30-34,372095.0
Mayo-Kebbi Est,2016,0-4,402567.0
Mayo-Kebbi Est,2016,5-9,73435.0
Mayo-Kebbi Est,2016,10-14,309085.0
Mayo-Kebbi Est,2016,15-19,123396.0
Mayo-Kebbi Est,2016,20-24,326397.0
Mayo-Kebbi Est,2016,25-29,312434.0
Mayo-Kebbi Est,2016,30-34,491286.0
Mayo-Kebbi Est,2017,0-4,318949.0
Mayo-Kebbi Est,2017,5-9,15005.0
Mayo-Kebbi Est,2017,10-14,0.0
Mayo-Kebbi Est,2017,15-19,142875.0
Mayo-Kebbi Est,2017,20-24,446623.0
Mayo-Kebbi Est,2017,25-29,10905.0
Mayo-Kebbi Est,2017,30-34,161373.0
Mayo-Kebbi Est,2018,0-4,284376.0
Mayo-Kebbi Est,2018,5-9,157082.0
Mayo-Kebbi Est,2018,10-14,337343.0
Mayo-Kebbi Est,2018,15-19,380401.0
Mayo-Kebbi Est,2018,20-24,0.0
Mayo-Kebbi Est,2018,25-29,28887.0
Mayo-Kebbi Est,2018,30-34,243522.0
Mayo-Kebbi Est,2019,0-4,2277930000.0
Mayo-Kebbi Est,2019,5-9,61391.0
Mayo-Kebbi Est,2019,10-14,41109.0
Mayo-Kebbi Est,2019,15-19,277470.0
Mayo-Kebbi Est,2019,20-24,191519.0
Mayo-Kebbi Est,2019,25-29,331514.0
Mayo-Kebbi Est,2019,30-34,103672.0
Mayo-Kebbi Est,2020,0-4,264989.0
Mayo-Kebbi Est,2020,5-9,0.0
Mayo-Kebbi Est,2020,10-14,445433.0
Mayo-Kebbi Est,2020,15-19,105302.0
Mayo-Kebbi Est,2020,20-24,348574.0
Mayo-Kebbi Est,2020,25-29,303029.0
Mayo-Kebbi Est,2020,30-34,159912.0
Mayo-Kebbi Est,2021,0-4,275093.0
Mayo-Kebbi Est,2021,5-9,397160.0
Mayo-Kebbi Est,2021,10-14,53790.0
Mayo-Kebbi Est,2021,15-19,0.0
Mayo-Kebbi Est,2021,20-24,360022.0
Mayo-Kebbi Est,2021,25-29,379863.0
Mayo-Kebbi Est,2021,30-34,139344.0
Mayo-Kebbi Est,2022,0-4,45407.0
Mayo-Kebbi Est,2022,5-9,0.0
Mayo-Kebbi Est,2022,10-14,39179.0
Mayo-Kebbi Est,2022,15-19,177217.0
Mayo-Kebbi Est,2022,20-24,59998.0
Mayo-Kebbi Est,2022,25-29,304946.0
Mayo-Kebbi Est,2022,30-34,380866.0
Mayo-Kebbi Est,2023,0-4,337723.0
Mayo-Kebbi Est,2023,5-9,0.0
Mayo-Kebbi Est,2023,10-14,0.0
Mayo-Kebbi Est,2023,15-19,285912.0
Mayo-Kebbi Est,2023,20-24,356365.0
Mayo-Kebbi Est,2023,25-29,419065.0
Mayo-Kebbi Est,2023,30-34,415167.0
Mayo-Kebbi Est,2024,0-4,91544.0
Mayo-Kebbi Est,2024,5-9,270460.0
Mayo-Kebbi Est,2024,10-14,314927.0
Mayo-Kebbi Est,2024,15-19,1323185000.0
Mayo-Kebbi Est,2024,20-24,113787.0
Mayo-Kebbi Est,2024,25-29,362138.0
Mayo-Kebbi Est,2024,30-34,33014.0
Mayo-Kebbi Est,2025,0-4,120522.0
Mayo-Kebbi Est,2025,5-9,336618.0
Mayo-Kebbi Est,2025,10-14,357845.0
Mayo-Kebbi Est,2025,15-19,66899.0
Mayo-Kebbi Est,2025,20-24,428491.0
Mayo-Kebbi Est,2025,25-29,237199.0
Mayo-Kebbi Est,2025,30-34,442624.0
Mayo-Kebbi Est,2026,0-4,446155.0
Mayo-Kebbi Est,2026,5-9,172302.0
Mayo-Kebbi Est,2026,10-14,32623.0
Mayo-Kebbi Est,2026,15-19,272520.0
Mayo-Kebbi Est,2026,20-24,342154.0
Mayo-Kebbi Est,2026,25-29,470147.0
Mayo-Kebbi Est,2026,30-34,363515.0
Mayo-Kebbi Est,2027,0-4,432449.0
Mayo-Kebbi Est,2027,5-9,120695.0
Mayo-Kebbi Est,2027,10-14,493648.0
Mayo-Kebbi Est,2027,15-19,24635.0
Mayo-Kebbi Est,2027,20-24,104982.0
Mayo-Kebbi Est,2027,25-29,291822.0
Mayo-Kebbi Est,2027,30-34,236579.0
Mayo-Kebbi Est,2028,0-4,339219.0
Mayo-Kebbi Est,2028,5-9,381343.0
Mayo-Kebbi Est,2028,10-14,0.0
Mayo-Kebbi Est,2028,15-19,228837.0
Mayo-Kebbi Est,2028,20-24,73329.0
Mayo-Kebbi Est,2028,25-29,456603.0
Mayo-Kebbi Est,2028,30-34,292625.0
Mayo-Kebbi Est,2029,0-4,205677.0
Mayo-Kebbi Est,2029,5-9,335804.0
Mayo-Kebbi Est,2029,10-14,126862.0
Mayo-Kebbi Est,2029,15-19,395218.0
Mayo-Kebbi Est,2029,20-24,166143.0
Mayo-Kebbi Est,2029,25-29,0.0
Mayo-Kebbi Est,2029,30-34,90442.0
Mayo-Kebbi Est,2030,0-4,100619.0
Mayo-Kebbi Est,2030,5-9,376266.0
Mayo-Kebbi Est,2030,10-14,18103.0
Mayo-Kebbi Est,2030,15-19,198824.0
Mayo-Kebbi Est,2030,20-24,325968.0
Mayo-Kebbi Est,2030,25-29,64272.0
Mayo-Kebbi Est,2030,30-34,390644.0
Mayo-Kebbi Est,2031,0-4,414947.0
Mayo-Kebbi Est,2031,5-9,414626.0
Mayo-Kebbi Est,2031,10-14,146863.0
Mayo-Kebbi Est,2031,15-19,289084.0
Mayo-Kebbi Est,2031,20-24,100904.0
Mayo-Kebbi Est,2031,25-29,367524.0
Mayo-Kebbi Est,2031,30-34,190221.0
Mayo-Kebbi Est,2032,0-4,469191.0
Mayo-Kebbi Est,2032,5-9,476063.0
Mayo-Kebbi Est,2032,10-14,146003.0
Mayo-Kebbi Est,2032,15-19,242100.0
Mayo-Kebbi Est,2032,20-24,270919.0
Mayo-Kebbi Est,2032,25-29,382946.0
Mayo-Kebbi Est,2032,30-34,36703.0
Mayo-Kebbi Est,2033,0-4,83425.0
Mayo-Kebbi Est,2033,5-9,413732.0
Mayo-Kebbi Est,2033,10-14,445137.0
Mayo-Kebbi Est,2033,15-19,337909.0
Mayo-Kebbi Est,2033,20-24,228529.0
Mayo-Kebbi Est,2033,25-29,334614.0
Mayo-Kebbi Est,2033,30-34,0.0
Mayo-Kebbi Est,2034,0-4,446997.0
Mayo-Kebbi Est,2034,5-9,0.0
Mayo-Kebbi Est,2034,10-14,0.0
Mayo-Kebbi Est,2034,15-19,107401.0
Mayo-Kebbi Est,2034,20-24,65545.0
Mayo-Kebbi Est,2034,25-29,422100.0
Mayo-Kebbi Est,2034,30-34,152245.0
Mayo-Kebbi Est,2035,0-4,143722.0
Mayo-Kebbi Est,2035,5-9,464104.0
Mayo-Kebbi Est,2035,10-14,0.0
Mayo-Kebbi Est,2035,15-19,308634.0
Mayo-Kebbi Est,2035,20-24,487318.0
Mayo-Kebbi Est,2035,25-29,118010.0
Mayo-Kebbi Est,2035,30-34,424023.0
Mayo-Kebbi Est,2036,0-4,193459.0
Mayo-Kebbi Est,2036,5-9,0.0
Mayo-Kebbi Est,2036,10-14,249873.0
Mayo-Kebbi Est,2036,15-19,0.0
Mayo-Kebbi Est,2036,20-24,262817.0
Mayo-Kebbi Est,2036,25-29,491496.0
Mayo-Kebbi Est,2036,30-34,194415.0
Mayo-Kebbi Est,2037,0-4,144742.0
Mayo-Kebbi Est,2037,5-9,416327.0
Mayo-Kebbi Est,2037,10-14,0.0
Mayo-Kebbi Est,2037,15-19,408448.0
Mayo-Kebbi Est,2037,20-24,112709.0
Mayo-Kebbi Est,2037,25-29,272794.0
Mayo-Kebbi Est,2037,30-34,268718.0
Mayo-Kebbi Est,2038,0-4,208783.0
Mayo-Kebbi Est,2038,5-9,284379.0
Mayo-Kebbi Est,2038,10-14,497724.0
Mayo-Kebbi Est,2038,15-19,0.0
Mayo-Kebbi Est,2038,20-24,363746.0
Mayo-Kebbi Est,2038,25-29,299379.0
Mayo-Kebbi Est,2038,30-34,142750.0
Mayo-Kebbi Est,2039,0-4,199884.0
Mayo-Kebbi Est,2039,5-9,218707.0
Mayo-Kebbi Est,2039,10-14,34593.0
Mayo-Kebbi Est,2039,15-19,113132.0
Mayo-Kebbi Est,2039,20-24,396056.0
Mayo-Kebbi Est,2039,25-29,0.0
Mayo-Kebbi Est,2039,30-34,367530.0
Mayo-Kebbi Ouest,1990,0-4,58219.0
Mayo-Kebbi Ouest,1990,5-9,242159.0
Mayo-Kebbi Ouest,1990,10-14,285813.0
Mayo-Kebbi Ouest,1990,15-19,229843.0
Mayo-Kebbi Ouest,1990,20-24,355138.0
Mayo-Kebbi Ouest,1990,25-29,459609.0
Mayo-Kebbi Ouest,1990,30-34,158522.0
Mayo-Kebbi Ouest,1991,0-4,362377.0
Mayo-Kebbi Ouest,1991,5-9,368830.0
Mayo-Kebbi Ouest,1991,10-14,237212.0
Mayo-Kebbi Ouest,1991,15-19,247567.0
Mayo-Kebbi Ouest,1991,20-24,417966.0
Mayo-Kebbi Ouest,1991,25-29,142177.0
Mayo-Kebbi Ouest,1991,30-34,270128.0
Mayo-Kebbi Ouest,1992,0-4,448039.0
Mayo-Kebbi Ouest,1992,5-9,431110.0
Mayo-Kebbi Ouest,1992,10-14,1123790000.0
Mayo-Kebbi Ouest,1992,15-19,399675.0
Mayo-Kebbi Ouest,1992,20-24,475567.0
Mayo-Kebbi Ouest,1992,25-29,1917785000.0
Mayo-Kebbi Ouest,1992,30-34,92190.0
Mayo-Kebbi Ouest,1993,0-4,438499.0
Mayo-Kebbi Ouest,1993,5-9,407474.0
Mayo-Kebbi Ouest,1993,10-14,494737.0
Mayo-Kebbi Ouest,1993,15-19,0.0
Mayo-Kebbi Ouest,1993,20-24,490650.0
Mayo-Kebbi Ouest,1993,25-29,245572.0
Mayo-Kebbi Ouest,1993,30-34,192232.0
Mayo-Kebbi Ouest,1994,0-4,247534.0
Mayo-Kebbi Ouest,1994,5-9,2114030000.0
Mayo-Kebbi Ouest,1994,10-14,91630.0
Mayo-Kebbi Ouest,1994,15-19,462351.0
Mayo-Kebbi Ouest,1994,20-24,385546.0
Mayo-Kebbi Ouest,1994,25-29,23841.0
Mayo-Kebbi Ouest,1994,30-34,437340.0
Mayo-Kebbi Ouest,1995,0-4,77996.0
Mayo-Kebbi Ouest,1995,5-9,48188.0
Mayo-Kebbi Ouest,1995,10-14,195282.0
Mayo-Kebbi Ouest,1995,15-19,18290.0
Mayo-Kebbi Ouest,1995,20-24,237483.0
Mayo-Kebbi Ouest,1995,25-29,191649.0
Mayo-Kebbi Ouest,1995,30-34,210028.0
Mayo-Kebbi Ouest,1996,0-4,269296.0
Mayo-Kebbi Ouest,1996,5-9,146696.0
Mayo-Kebbi Ouest,1996,10-14,220115.0
Mayo-Kebbi Ouest,1996,15-19,0.0
Mayo-Kebbi Ouest,1996,20-24,224700.0
Mayo-Kebbi Ouest,1996,25-29,27343.0
